"date","model","model_label","p0","tau_label","phase","estimate","lower","upper"
2023-01-11,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.59330100624081,1.58732886917749,1.59927314330414
2023-01-12,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.5825993074759,1.57650070121027,1.58869791374153
2023-01-13,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.42017448953924,1.41447103592685,1.42587794315164
2023-01-14,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.77548365321859,1.76642836496689,1.78453894147029
2023-01-15,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.72596347649755,1.71801662431113,1.73391032868398
2023-01-16,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.71974817296084,1.71198175904169,1.72751458687999
2023-01-17,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.45513294025275,1.45023602776822,1.46002985273727
2023-01-18,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.37644069023405,1.37146952081579,1.38141185965231
2023-01-19,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.42543836949761,1.42061862557298,1.43025811342223
2023-01-20,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.37318049785373,1.36829701382907,1.3780639818784
2023-01-21,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.33789926738315,1.33334221448263,1.34245632028366
2023-01-22,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.3181245750608,1.31369863446006,1.32255051566155
2023-01-23,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.29768321857104,1.29334553103904,1.30202090610303
2023-01-24,"direct_regression","Direct regression",0.05,"tau = 0.05","forecast",1.28297210831566,1.27867148830782,1.28727272832351
2022-11-26,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",0.957161504813441,0.953507504490442,0.960736158701036
2022-11-27,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",0.954786537493493,0.951122716801199,0.958577498361028
2022-11-28,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",0.952151442600361,0.948271353242683,0.955911707654605
2022-11-29,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",0.949887150910412,0.945943359107779,0.954026152737434
2022-11-30,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",0.947499210672566,0.943392906535531,0.951891348989489
2022-12-01,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",0.951904034958725,0.947890849190592,0.955781014474845
2022-12-02,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.02308906889813,1.01920426898794,1.02696350000058
2022-12-03,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.03083197288983,1.0270052634445,1.03442346123488
2022-12-04,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.08775281143528,1.08408066935305,1.09213100092778
2022-12-05,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.10433662578018,1.10033896157069,1.10838227757747
2022-12-06,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.12975223720041,1.12567952434747,1.1340696151641
2022-12-07,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.13602685018799,1.13209808827062,1.14011868268681
2022-12-08,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.13733229551585,1.13346725345813,1.14132431075986
2022-12-09,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.15245138175008,1.14818499051007,1.15638055941903
2022-12-10,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.17284269067724,1.16884060119288,1.17687693801632
2022-12-11,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.27697637852517,1.27287479860531,1.28125755892805
2022-12-12,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.31181464743478,1.30754492159895,1.31627281121229
2022-12-13,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.30926082989511,1.30533432775183,1.31324631892945
2022-12-14,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.3058090588217,1.30212535627051,1.3098593658188
2022-12-15,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.30163514986969,1.29762077341351,1.30547506496556
2022-12-16,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.29712545086045,1.29348113279024,1.30102543564187
2022-12-17,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.29191952999579,1.2885694183078,1.29545653714261
2022-12-18,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.28693174241593,1.28317802864589,1.29050349646394
2022-12-19,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.2814985175842,1.27796009378052,1.28498658952303
2022-12-20,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.27636519732709,1.27281996558363,1.28005090144479
2022-12-21,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.27080880576117,1.26716761040755,1.27448105710315
2022-12-22,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.26504577273269,1.26151986045219,1.26855735171998
2022-12-23,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.25958051042421,1.25611240517361,1.26297137177231
2022-12-24,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.25411731478057,1.25067372036746,1.25745292356778
2022-12-25,"transfer_function","Transfer function",0.05,"tau = 0.05","fit",1.24861946812444,1.24496031538708,1.25216491253408
2022-12-26,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.24298076719814,1.23939308847971,1.24656844591658
2022-12-27,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.2977650354564,1.29421701791436,1.30131305299845
2022-12-28,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.34497759847233,1.34120900651804,1.34874619042663
2022-12-29,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.34650464166144,1.34280439151501,1.35020489180787
2022-12-30,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.373692030376,1.36979320219035,1.37759085856165
2022-12-31,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.44036107529177,1.43598300713072,1.44473914345282
2023-01-01,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.55166308698691,1.54644147549033,1.55688469848349
2023-01-02,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.54319250475006,1.53821323235422,1.54817177714591
2023-01-03,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.55956789222091,1.55462263197416,1.56451315246766
2023-01-04,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.55705309393125,1.55231320014998,1.56179298771251
2023-01-05,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.61335989916917,1.60800091662142,1.61871888171693
2023-01-06,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.62975470432124,1.62432701922348,1.63518238941899
2023-01-07,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.61917154817629,1.6140190232502,1.62432407310239
2023-01-08,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.6666220320285,1.66090525390156,1.67233881015544
2023-01-09,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.73723906808971,1.73059617305669,1.74388196312272
2023-01-10,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.76754310960953,1.76050325071603,1.77458296850303
2023-01-11,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.77430503210661,1.76728552750821,1.78132453670502
2023-01-12,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.80322378505021,1.79585092076432,1.81059664933611
2023-01-13,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.78799250713728,1.78103264154137,1.79495237273319
2023-01-14,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.83678344207075,1.82904916844168,1.84451771569983
2023-01-15,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.87701115567828,1.8686264238211,1.88539588753546
2023-01-16,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.91564122752604,1.90662518179767,1.92465727325441
2023-01-17,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.90606805404019,1.89732567309368,1.9148104349867
2023-01-18,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.88626636143621,1.87794992451204,1.89458279836038
2023-01-19,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.87402672061006,1.86600612720577,1.88204731401436
2023-01-20,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.85503343031011,1.84739480782505,1.86267205279517
2023-01-21,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.83556176285753,1.82825210329447,1.84287142242058
2023-01-22,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.81607003162383,1.80905392593821,1.82308613730945
2023-01-23,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.79653623333881,1.78978031336988,1.80329215330775
2023-01-24,"transfer_function","Transfer function",0.05,"tau = 0.05","forecast",1.77712654168089,1.77060409680014,1.78364898656164
2022-11-26,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.01785448807401,1.01335344172972,1.02228134166085
2022-11-27,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.01695731090646,1.01236329107072,1.02163312878308
2022-11-28,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.01683023246765,1.01212669138984,1.02136143520875
2022-11-29,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.0175127137928,1.01271185651366,1.02219810623383
2022-11-30,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.01657126996488,1.01186493288831,1.02133734291205
2022-12-01,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.09997118763307,1.09538810619711,1.10422923103728
2022-12-02,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.47706518068312,1.46740468877802,1.48678956687412
2022-12-03,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.33520655240058,1.33037588813595,1.33995707415103
2022-12-04,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.65172220186975,1.64458479022088,1.65908717461405
2022-12-05,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.4845448811596,1.47934740374598,1.48966521346921
2022-12-06,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.54273428387294,1.53706317308765,1.54856072920158
2022-12-07,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.44047522612978,1.43498739590923,1.44607545004942
2022-12-08,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.3739178530414,1.36818664212451,1.37943752997047
2022-12-09,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.45607564407973,1.45107778369482,1.4610594208006
2022-12-10,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.53082847792477,1.52558451456178,1.53664518657685
2022-12-11,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.87429712732104,1.86067461730698,1.88661315664639
2022-12-12,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.64328938102047,1.63630454166616,1.65042398597924
2022-12-13,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.43579437433894,1.43018040125006,1.44110599313498
2022-12-14,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.39485947743458,1.38957439230068,1.40024946530393
2022-12-15,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.36670399496855,1.36188872312902,1.37147442851868
2022-12-16,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.34493230641004,1.34020803915206,1.34953458936237
2022-12-17,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.32598129910317,1.32131309004395,1.33057937220806
2022-12-18,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.31160179823146,1.30688881238167,1.31645199649425
2022-12-19,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.30154844120512,1.29699204291245,1.30648865843999
2022-12-20,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.29562396388622,1.29099313864086,1.30007919340981
2022-12-21,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.28516908459328,1.28051373316985,1.29013534463873
2022-12-22,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.27395850095766,1.2689172995162,1.27866486237624
2022-12-23,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.27334807025628,1.26851061620611,1.27830075447833
2022-12-24,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.27022788354209,1.26552205937082,1.2748721483369
2022-12-25,"direct_regression","Direct regression",0.2,"tau = 0.20","fit",1.26138701117005,1.2564923914294,1.26604130701407
2022-12-26,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.25367643262426,1.24896589703956,1.25838696820896
2022-12-27,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.57640026854066,1.56834855689666,1.58445198018466
2022-12-28,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.6687089365671,1.66168647015544,1.67573140297876
2022-12-29,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.53679300901784,1.53077789063778,1.54280812739789
2022-12-30,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.70088370996481,1.69418475003125,1.70758266989837
2022-12-31,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.86215285236197,1.85087414451597,1.87343156020798
2023-01-01,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.87854163648763,1.86545986245079,1.89162341052446
2023-01-02,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.50508716060119,1.49915502734509,1.51101929385729
2023-01-03,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.66436226620652,1.65835571394437,1.67036881846867
2023-01-04,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.59042634085576,1.58413265228463,1.5967200294269
2023-01-05,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.82708189473342,1.81737035508091,1.83679343438593
2023-01-06,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.64716031193759,1.64136562606114,1.65295499781405
2023-01-07,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.5186483862967,1.51271906423329,1.52457770836011
2023-01-08,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.78435354813756,1.77590823513036,1.79279886114477
2023-01-09,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.86658237640154,1.85634439996318,1.8768203528399
2023-01-10,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.75817060378889,1.75059380408348,1.76574740349431
2023-01-11,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.70630240352479,1.70003505298715,1.71256975406242
2023-01-12,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.67606226583319,1.66939817670807,1.68272635495832
2023-01-13,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.54214538939288,1.53613610193434,1.54815467685142
2023-01-14,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.85177773705964,1.84205913255886,1.86149634156041
2023-01-15,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.80840519113441,1.79986159487613,1.81694878739268
2023-01-16,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.80283418770155,1.79447053795796,1.81119783744513
2023-01-17,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.56849720889778,1.56325844068465,1.5737359771109
2023-01-18,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.49000728111842,1.48469702045786,1.49531754177899
2023-01-19,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.53819614392293,1.53303102961185,1.54336125823401
2023-01-20,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.48531194462663,1.48008460472422,1.49053928452904
2023-01-21,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.44456125789114,1.43962177431819,1.4495007414641
2023-01-22,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.42152875657838,1.41669726789959,1.42636024525717
2023-01-23,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.39775932993429,1.39299294490549,1.4025257149631
2023-01-24,"direct_regression","Direct regression",0.2,"tau = 0.20","forecast",1.38052563034492,1.37578044506068,1.38527081562915
2022-11-26,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.02193977910813,1.01779463074275,1.02612741307634
2022-11-27,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.01945450027372,1.01524863474122,1.02354265037813
2022-11-28,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.0170438214336,1.01281647847643,1.02107512753072
2022-11-29,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.01470697074203,1.01043636129092,1.01893189044125
2022-11-30,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.01230722805932,1.00805255807229,1.01675727280432
2022-12-01,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.01654493793634,1.01242937597249,1.02044909543988
2022-12-02,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.0906532716064,1.08639717656465,1.09485958611707
2022-12-03,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.09806596480798,1.09409958017536,1.10197981106801
2022-12-04,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.16116368507168,1.15687907112086,1.16529860093267
2022-12-05,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.17852020974628,1.1743453828898,1.182949183874
2022-12-06,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.20622123122244,1.20193189592416,1.21059829980114
2022-12-07,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.21130038497576,1.20728864668942,1.21581010495301
2022-12-08,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.21104455208136,1.20681775611139,1.21519119729099
2022-12-09,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.22688071619088,1.22280647093883,1.23124306593286
2022-12-10,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.24890571496301,1.24462719108331,1.25347544845851
2022-12-11,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.35928497884257,1.35507592233339,1.36350322228737
2022-12-12,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.39840157157058,1.39365971555406,1.40293997625241
2022-12-13,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.39389214633626,1.38940221553156,1.39866968124833
2022-12-14,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.38864010767493,1.38439837624673,1.39282727422506
2022-12-15,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.38276202418678,1.37853124538269,1.38713296900884
2022-12-16,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.37681460394881,1.37261088539214,1.38093295849625
2022-12-17,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.37050620578362,1.36657024051101,1.37443151240552
2022-12-18,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.36400030046843,1.3599555223421,1.36778615045837
2022-12-19,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.35747820138414,1.35373553217107,1.36129630489448
2022-12-20,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.35098537913979,1.34742992544988,1.35477636347293
2022-12-21,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.34452517379717,1.34065562678011,1.34859510494409
2022-12-22,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.33792647906062,1.33399703655453,1.34167505228757
2022-12-23,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.33141259160479,1.32750337805114,1.33523418045487
2022-12-24,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.32512244612256,1.32102909171137,1.32906848044592
2022-12-25,"transfer_function","Transfer function",0.2,"tau = 0.20","fit",1.31859276748752,1.3145064796624,1.32240220020777
2022-12-26,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.31220412383988,1.30828101584919,1.31612723183058
2022-12-27,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.37073415081814,1.36682607127224,1.37464223036404
2022-12-28,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.42306848105734,1.41889851063066,1.42723845148401
2022-12-29,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.42325555410448,1.41917262564278,1.42733848256617
2022-12-30,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.45424850755641,1.44993738617378,1.45855962893904
2022-12-31,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.52911119145861,1.52415448898647,1.53406789393075
2023-01-01,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.64227273571387,1.63625615751195,1.6482893139158
2023-01-02,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.63149124035543,1.6257677983007,1.63721468241015
2023-01-03,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.65016882142955,1.64445917810035,1.65587846475875
2023-01-04,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.64613796737419,1.64068013050122,1.65159580424715
2023-01-05,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.70950822760763,1.70325029665037,1.7157661585649
2023-01-06,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.7280570366817,1.72172167380514,1.73439239955825
2023-01-07,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.71488892541484,1.70888562577197,1.7208922250577
2023-01-08,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.76827413292329,1.76158067382275,1.77496759202383
2023-01-09,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.84503257701606,1.83719247924627,1.85287267478585
2023-01-10,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.8799204457087,1.87161114501312,1.88822974640427
2023-01-11,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.88770344734744,1.87942557400568,1.89598132068921
2023-01-12,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.9197173947123,1.91107554743263,1.92835924199198
2023-01-13,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.90129427173868,1.89313078425996,1.9094577592174
2023-01-14,"transfer_function","Transfer function",0.2,"tau = 0.20","forecast",1.9563563493229,1.94725174311168,1.96546095553411
